system:time_start,bi
"Nov 28, 1992",41.854
"Nov 29, 1992",36.522
"Nov 30, 1992",33.728
"Dec 1, 1992",-0
"Dec 2, 1992",-0
"Dec 3, 1992",-0
"Dec 4, 1992",-0
"Dec 5, 1992",-0
"Dec 6, 1992",-0
"Dec 7, 1992",32.319
"Dec 8, 1992",-0
"Dec 9, 1992",26.52
"Dec 10, 1992",30.27
"Dec 11, 1992",-0
"Dec 12, 1992",-0
"Dec 13, 1992",31.21
"Dec 14, 1992",25.147
"Dec 15, 1992",-0
"Dec 16, 1992",37.48
"Dec 17, 1992",37.607
"Dec 18, 1992",59.836
"Dec 19, 1992",43.194
"Dec 20, 1992",32.919
"Dec 21, 1992",32.424
"Dec 22, 1992",32.502
"Dec 23, 1992",41.642
"Dec 24, 1992",46.506
"Dec 25, 1992",33.585
"Dec 26, 1992",37.821
"Dec 27, 1992",43.453
"Dec 28, 1992",-0
"Dec 29, 1992",-0
"Dec 30, 1992",33.899
"Dec 31, 1992",36.093
"Jan 1, 1993",36.861
"Jan 2, 1993",43.784
"Jan 3, 1993",43.627
"Jan 4, 1993",25.961
"Jan 5, 1993",0
"Jan 6, 1993",0
"Jan 7, 1993",0
"Jan 8, 1993",0
"Jan 9, 1993",26.226
"Jan 10, 1993",0
"Jan 11, 1993",0
"Jan 12, 1993",20.482
"Jan 13, 1993",0
"Jan 14, 1993",22.555
"Jan 15, 1993",18.093
"Jan 16, 1993",0
"Jan 17, 1993",0
"Jan 18, 1993",0
"Jan 19, 1993",0
"Jan 20, 1993",15.605
"Jan 21, 1993",14.874
"Jan 22, 1993",20.47
"Jan 23, 1993",22.419
"Jan 24, 1993",24.854
"Jan 25, 1993",29.071
"Jan 26, 1993",0
"Jan 27, 1993",25.624
"Jan 28, 1993",28.329
"Jan 29, 1993",25.829
"Jan 30, 1993",32.922
"Jan 31, 1993",32.874
"Feb 1, 1993",28.2
"Feb 2, 1993",22.087
"Feb 3, 1993",23.383
"Feb 4, 1993",27.448
"Feb 5, 1993",36.153
"Feb 6, 1993",38.574
"Feb 7, 1993",30.46
"Feb 8, 1993",0
"Feb 9, 1993",0
"Feb 10, 1993",31.956
"Feb 11, 1993",26.15
"Feb 12, 1993",20.426
"Feb 13, 1993",0
"Feb 14, 1993",0
"Feb 15, 1993",34.011
"Feb 16, 1993",26.558
"Feb 17, 1993",23.708
"Feb 18, 1993",0
"Feb 19, 1993",0
"Feb 20, 1993",0
"Feb 21, 1993",33.091
"Feb 22, 1993",25.49
"Feb 23, 1993",28.421
"Feb 24, 1993",43.784
"Feb 25, 1993",32.053
"Feb 26, 1993",28.066
"Feb 27, 1993",34.115
"Feb 28, 1993",0
"Mar 1, 1993",0
"Mar 2, 1993",34.057
"Mar 3, 1993",0
"Mar 4, 1993",28.391
"Mar 5, 1993",28.294
"Mar 6, 1993",27.923
"Mar 7, 1993",28.248
"Mar 8, 1993",30.132
"Mar 9, 1993",40.283
"Mar 10, 1993",38.989
"Mar 11, 1993",53.605
"Mar 12, 1993",41.321
"Mar 13, 1993",42.437
"Mar 14, 1993",47.03
"Mar 15, 1993",54.961
"Mar 16, 1993",45.502
"Mar 17, 1993",42.176
"Mar 18, 1993",61.268
"Mar 19, 1993",41.03
"Mar 20, 1993",0
"Mar 21, 1993",0
"Mar 22, 1993",34.276
"Mar 23, 1993",41.48
"Mar 24, 1993",48.965
"Mar 25, 1993",47.877
"Mar 26, 1993",0
"Mar 27, 1993",0
"Mar 28, 1993",0
"Mar 29, 1993",0
"Mar 30, 1993",40.772
"Mar 31, 1993",35.355
"Apr 1, 1993",35.083
"Apr 2, 1993",51.571
"Apr 3, 1993",51.326
"Apr 4, 1993",38.978
"Apr 5, 1993",63.165
"Apr 6, 1993",73.888
"Apr 7, 1993",48.691
"Apr 8, 1993",41.413
"Apr 9, 1993",44.535
"Apr 10, 1993",60.949
"Apr 11, 1993",58.862
"Apr 12, 1993",71.015
"Apr 13, 1993",63.684
"Apr 14, 1993",74.423
"Apr 15, 1993",50.658
"Apr 16, 1993",61.687
"Apr 17, 1993",52.306
"Apr 18, 1993",68.338
"Apr 19, 1993",63.49
"Apr 20, 1993",52.821
"Apr 21, 1993",55.171
"Apr 22, 1993",78.113
"Apr 23, 1993",91.494
"Apr 24, 1993",83.986
"Apr 25, 1993",48.449
"Apr 26, 1993",57.848
"Apr 27, 1993",64.353
"Apr 28, 1993",62.303
"Apr 29, 1993",53.243
"Apr 30, 1993",79.448
"May 1, 1993",91.407
"May 2, 1993",62.365
"May 3, 1993",71.799
"May 4, 1993",99.351
"May 5, 1993",94.861
"May 6, 1993",65.658
"May 7, 1993",81.422
"May 8, 1993",86.264
"May 9, 1993",51.668
"May 10, 1993",70.819
"May 11, 1993",67.441
"May 12, 1993",55.122
"May 13, 1993",0
"May 14, 1993",0
"May 15, 1993",0
"May 16, 1993",60.631
"May 17, 1993",55.037
"May 18, 1993",44.275
"May 19, 1993",47.593
"May 20, 1993",52.802
"May 21, 1993",58.959
"May 22, 1993",0
"May 23, 1993",0
"May 24, 1993",0
"May 25, 1993",47.904
"May 26, 1993",0
"May 27, 1993",0
"May 28, 1993",0
"May 29, 1993",51.804
"May 30, 1993",48.578
"May 31, 1993",64.309
"Jun 1, 1993",75.032
"Jun 2, 1993",85.236
"Jun 3, 1993",82.072
"Jun 4, 1993",79.464
"Jun 5, 1993",99.33
"Jun 6, 1993",98.235
"Jun 7, 1993",65.997
"Jun 8, 1993",68.077
"Jun 9, 1993",59.861
"Jun 10, 1993",55.226
"Jun 11, 1993",67.441
"Jun 12, 1993",67.699
"Jun 13, 1993",68.225
"Jun 14, 1993",0
"Jun 15, 1993",0
"Jun 16, 1993",72.558
"Jun 17, 1993",87.747
"Jun 18, 1993",75.984
"Jun 19, 1993",57.938
"Jun 20, 1993",68.637
"Jun 21, 1993",74.716
"Jun 22, 1993",77.954
"Jun 23, 1993",83.147
"Jun 24, 1993",77.866
"Jun 25, 1993",66.265
"Jun 26, 1993",63.108
"Jun 27, 1993",65.584
"Jun 28, 1993",66.687
"Jun 29, 1993",82.596
"Jun 30, 1993",80.439
"Jul 1, 1993",0
"Jul 2, 1993",0
"Jul 3, 1993",0
"Jul 4, 1993",78.313
"Jul 5, 1993",64.53
"Jul 6, 1993",57.354
"Jul 7, 1993",59.699
"Jul 8, 1993",72.525
"Jul 9, 1993",0
"Jul 10, 1993",0
"Jul 11, 1993",0
"Jul 12, 1993",0
"Jul 13, 1993",38.697
"Jul 14, 1993",36.589
"Jul 15, 1993",0
"Jul 16, 1993",0
"Jul 17, 1993",39.75
"Jul 18, 1993",36.354
"Jul 19, 1993",37.76
"Jul 20, 1993",44.923
"Jul 21, 1993",50.342
"Jul 22, 1993",44.75
"Jul 23, 1993",0
"Jul 24, 1993",54.506
"Jul 25, 1993",50.427
"Jul 26, 1993",51.37
"Jul 27, 1993",0
"Jul 28, 1993",0
"Jul 29, 1993",0
"Jul 30, 1993",40.138
"Jul 31, 1993",0
"Aug 1, 1993",0
"Aug 2, 1993",0
"Aug 3, 1993",0
"Aug 4, 1993",0
"Aug 5, 1993",0
"Aug 6, 1993",0
"Aug 7, 1993",0
"Aug 8, 1993",0
"Aug 9, 1993",0
"Aug 10, 1993",21.695
"Aug 11, 1993",0
"Aug 12, 1993",0
"Aug 13, 1993",0
"Aug 14, 1993",0
"Aug 15, 1993",0
"Aug 16, 1993",0
"Aug 17, 1993",0
"Aug 18, 1993",0
"Aug 19, 1993",0
"Aug 20, 1993",0
"Aug 21, 1993",0
"Aug 22, 1993",20.823
"Aug 23, 1993",0
"Aug 24, 1993",0
"Aug 25, 1993",0
"Aug 26, 1993",0
"Aug 27, 1993",0
"Aug 28, 1993",0
"Aug 29, 1993",0
"Aug 30, 1993",0
"Aug 31, 1993",0
"Sep 1, 1993",0
"Sep 2, 1993",16.877
"Sep 3, 1993",15.169
"Sep 4, 1993",0
"Sep 5, 1993",0
"Sep 6, 1993",19.313
"Sep 7, 1993",17.772
"Sep 8, 1993",0
"Sep 9, 1993",0
"Sep 10, 1993",25.543
"Sep 11, 1993",0
"Sep 12, 1993",28.843
"Sep 13, 1993",33.72
"Sep 14, 1993",21.718
"Sep 15, 1993",24.192
"Sep 16, 1993",30.284
"Sep 17, 1993",31.64
"Sep 18, 1993",29.166
"Sep 19, 1993",25.43
"Sep 20, 1993",25.363
"Sep 21, 1993",27.372
"Sep 22, 1993",34.795
"Sep 23, 1993",0
"Sep 24, 1993",0
"Sep 25, 1993",28.523
"Sep 26, 1993",32.196
"Sep 27, 1993",37.581
"Sep 28, 1993",33.384
"Sep 29, 1993",36.213
"Sep 30, 1993",31.668
"Oct 1, 1993",35.89
"Oct 2, 1993",33.112
"Oct 3, 1993",31.352
"Oct 4, 1993",35.051
"Oct 5, 1993",37.585
"Oct 6, 1993",0
"Oct 7, 1993",0
"Oct 8, 1993",34.135
"Oct 9, 1993",27.098
"Oct 10, 1993",25.583
"Oct 11, 1993",30.448
"Oct 12, 1993",32.452
"Oct 13, 1993",25.331
"Oct 14, 1993",28.889
"Oct 15, 1993",37.843
"Oct 16, 1993",0
"Oct 17, 1993",0
"Oct 18, 1993",0
"Oct 19, 1993",0
"Oct 20, 1993",26.397
"Oct 21, 1993",32.434
"Oct 22, 1993",30.252
"Oct 23, 1993",23.867
"Oct 24, 1993",22.675
"Oct 25, 1993",23.696
"Oct 26, 1993",31.237
"Oct 27, 1993",51.552
"Oct 28, 1993",33.893
"Oct 29, 1993",40.867
"Oct 30, 1993",26.459
"Oct 31, 1993",27.886
"Nov 1, 1993",38.081
"Nov 2, 1993",34.541
"Nov 3, 1993",39.202
"Nov 4, 1993",50.18
"Nov 5, 1993",47.618
"Nov 6, 1993",31.407
"Nov 7, 1993",40.906
"Nov 8, 1993",37.108
"Nov 9, 1993",29.235
"Nov 10, 1993",36.474
"Nov 11, 1993",0
"Nov 12, 1993",0
"Nov 13, 1993",0
"Nov 14, 1993",0
"Nov 15, 1993",0
"Nov 16, 1993",19.578
"Nov 17, 1993",24.501
"Nov 18, 1993",25.991
"Nov 19, 1993",23.129
"Nov 20, 1993",28.852
"Nov 21, 1993",26.733
"Nov 22, 1993",32.95
"Nov 23, 1993",39.259
"Nov 24, 1993",34.324
"Nov 25, 1993",30.409
"Nov 26, 1993",28.161
"Nov 27, 1993",33.999
"Nov 28, 1993",32.196
"Nov 29, 1993",37.772
"Nov 30, 1993",49.062
"Dec 1, 1993",33.893
"Dec 2, 1993",39.58
"Dec 3, 1993",46.83
"Dec 4, 1993",41.086
"Dec 5, 1993",44.644
"Dec 6, 1993",50.21
"Dec 7, 1993",45.066
"Dec 8, 1993",40.281
"Dec 9, 1993",44.074
"Dec 10, 1993",49.265
"Dec 11, 1993",63.168
"Dec 12, 1993",0
"Dec 13, 1993",37.052
"Dec 14, 1993",49.29
"Dec 15, 1993",82.994
"Dec 16, 1993",50.109
"Dec 17, 1993",45.651
"Dec 18, 1993",44.111
"Dec 19, 1993",53.792
"Dec 20, 1993",0
"Dec 21, 1993",0
"Dec 22, 1993",41.851
"Dec 23, 1993",55.86
"Dec 24, 1993",58.482
"Dec 25, 1993",62.838
"Dec 26, 1993",48.19
"Dec 27, 1993",51.28
"Dec 28, 1993",37.361
"Dec 29, 1993",50.817
"Dec 30, 1993",57.569
"Dec 31, 1993",44.72
"Jan 1, 1994",37.153
"Jan 2, 1994",45.901
"Jan 3, 1994",43.908
"Jan 4, 1994",45.483
"Jan 5, 1994",71.769
"Jan 6, 1994",86.116
"Jan 7, 1994",56.345
"Jan 8, 1994",45.082
"Jan 9, 1994",65.981
"Jan 10, 1994",50.911
"Jan 11, 1994",47.426
"Jan 12, 1994",46.74
"Jan 13, 1994",48.901
"Jan 14, 1994",52.508
"Jan 15, 1994",54.397
"Jan 16, 1994",59.219
"Jan 17, 1994",47.527
"Jan 18, 1994",54.473
"Jan 19, 1994",49.582
"Jan 20, 1994",42.819
"Jan 21, 1994",59.36
"Jan 22, 1994",47.461
"Jan 23, 1994",45.579
"Jan 24, 1994",48.547
"Jan 25, 1994",67.093
"Jan 26, 1994",52.958
"Jan 27, 1994",34.727
"Jan 28, 1994",-0
"Jan 29, 1994",31.531
"Jan 30, 1994",38.576
"Jan 31, 1994",28.482
"Feb 1, 1994",38.576
"Feb 2, 1994",37.393
"Feb 3, 1994",40.621
"Feb 4, 1994",-0
"Feb 5, 1994",33.378
"Feb 6, 1994",34.618
"Feb 7, 1994",-0
"Feb 8, 1994",-0
"Feb 9, 1994",30.509
"Feb 10, 1994",28.695
"Feb 11, 1994",47.483
"Feb 12, 1994",33.631
"Feb 13, 1994",51.676
"Feb 14, 1994",34.373
"Feb 15, 1994",31.331
"Feb 16, 1994",37.878
"Feb 17, 1994",57.912
"Feb 18, 1994",69.662
"Feb 19, 1994",50.859
"Feb 20, 1994",35.051
"Feb 21, 1994",-0
"Feb 22, 1994",55.416
"Feb 23, 1994",38.576
"Feb 24, 1994",35.846
"Feb 25, 1994",44.292
"Feb 26, 1994",45.181
"Feb 27, 1994",55.624
"Feb 28, 1994",59.892
"Mar 1, 1994",37.324
"Mar 2, 1994",52.129
"Mar 3, 1994",40.106
"Mar 4, 1994",46.844
"Mar 5, 1994",54.325
"Mar 6, 1994",56.105
"Mar 7, 1994",-0
"Mar 8, 1994",46.698
"Mar 9, 1994",36.002
"Mar 10, 1994",46.24
"Mar 11, 1994",64.122
"Mar 12, 1994",-0
"Mar 13, 1994",-0
"Mar 14, 1994",-0
"Mar 15, 1994",27.323
"Mar 16, 1994",28.068
"Mar 17, 1994",40.836
"Mar 18, 1994",43.522
"Mar 19, 1994",-0
"Mar 20, 1994",-0
"Mar 21, 1994",27.737
"Mar 22, 1994",43.312
"Mar 23, 1994",45.49
"Mar 24, 1994",42.059
"Mar 25, 1994",-0
"Mar 26, 1994",-0
"Mar 27, 1994",42.653
"Mar 28, 1994",26.766
"Mar 29, 1994",29.633
"Mar 30, 1994",33.937
"Mar 31, 1994",37.272
"Apr 1, 1994",46.188
"Apr 2, 1994",46.814
"Apr 3, 1994",48.386
"Apr 4, 1994",65.645
"Apr 5, 1994",65.286
"Apr 6, 1994",47.347
"Apr 7, 1994",63.395
"Apr 8, 1994",66.622
"Apr 9, 1994",73.987
"Apr 10, 1994",60.493
"Apr 11, 1994",38.071
"Apr 12, 1994",39.034
"Apr 13, 1994",52.859
"Apr 14, 1994",64.164
"Apr 15, 1994",40.938
"Apr 16, 1994",61.55
"Apr 17, 1994",61.996
"Apr 18, 1994",52.53
"Apr 19, 1994",-0
"Apr 20, 1994",-0
"Apr 21, 1994",43.265
"Apr 22, 1994",-0
"Apr 23, 1994",-0
"Apr 24, 1994",79.4
"Apr 25, 1994",70.687
"Apr 26, 1994",66.603
"Apr 27, 1994",61.246
"Apr 28, 1994",48.508
"Apr 29, 1994",45.74
"Apr 30, 1994",37.678
"May 1, 1994",53.966
"May 2, 1994",48.099
"May 3, 1994",54.572
"May 4, 1994",51.99
"May 5, 1994",66.627
"May 6, 1994",75.69
"May 7, 1994",65.798
"May 8, 1994",73.994
"May 9, 1994",57.822
"May 10, 1994",-0
"May 11, 1994",-0
"May 12, 1994",46.389
"May 13, 1994",54.892
"May 14, 1994",46.418
"May 15, 1994",57.778
"May 16, 1994",71.014
"May 17, 1994",71.177
"May 18, 1994",68.506
"May 19, 1994",66.915
"May 20, 1994",56.721
"May 21, 1994",56.065
"May 22, 1994",64.543
"May 23, 1994",-0
"May 24, 1994",-0
"May 25, 1994",-0
"May 26, 1994",42.95
"May 27, 1994",41.601
"May 28, 1994",50.532
"May 29, 1994",46.686
"May 30, 1994",47.29
"May 31, 1994",61.526
"Jun 1, 1994",59.701
"Jun 2, 1994",59.461
"Jun 3, 1994",66.09
"Jun 4, 1994",74.081
"Jun 5, 1994",69.056
"Jun 6, 1994",81.707
"Jun 7, 1994",81.245
"Jun 8, 1994",69.331
"Jun 9, 1994",67.09
"Jun 10, 1994",72.672
"Jun 11, 1994",75.465
"Jun 12, 1994",71.764
"Jun 13, 1994",76.571
"Jun 14, 1994",90.116
"Jun 15, 1994",90.777
"Jun 16, 1994",-0
"Jun 17, 1994",-0
"Jun 18, 1994",-0
"Jun 19, 1994",-0
"Jun 20, 1994",-0
"Jun 21, 1994",-0
"Jun 22, 1994",-0
"Jun 23, 1994",61.021
"Jun 24, 1994",55.102
"Jun 25, 1994",70.192
"Jun 26, 1994",73.524
"Jun 27, 1994",-0
"Jun 28, 1994",57.845
"Jun 29, 1994",-0
"Jun 30, 1994",80.551
"Jul 1, 1994",74.999
"Jul 2, 1994",72.774
"Jul 3, 1994",72.667
"Jul 4, 1994",83.19
"Jul 5, 1994",84.007
"Jul 6, 1994",75.351
"Jul 7, 1994",60.028
"Jul 8, 1994",70.331
"Jul 9, 1994",65.137
"Jul 10, 1994",68.548
"Jul 11, 1994",77.138
"Jul 12, 1994",81.559
"Jul 13, 1994",75.861
"Jul 14, 1994",68.157
"Jul 15, 1994",63.122
"Jul 16, 1994",-0
"Jul 17, 1994",-0
"Jul 18, 1994",-0
"Jul 19, 1994",-0
"Jul 20, 1994",46.649
"Jul 21, 1994",-0
"Jul 22, 1994",-0
"Jul 23, 1994",43.327
"Jul 24, 1994",-0
"Jul 25, 1994",58.424
"Jul 26, 1994",-0
"Jul 27, 1994",-0
"Jul 28, 1994",-0
"Jul 29, 1994",-0
"Jul 30, 1994",-0
"Jul 31, 1994",44.191
"Aug 1, 1994",42.559
"Aug 2, 1994",46.015
"Aug 3, 1994",41.856
"Aug 4, 1994",42.978
"Aug 5, 1994",54.451
"Aug 6, 1994",41.19
"Aug 7, 1994",56.543
"Aug 8, 1994",-0
"Aug 9, 1994",-0
"Aug 10, 1994",25.949
"Aug 11, 1994",34.133
"Aug 12, 1994",-0
"Aug 13, 1994",35.9
"Aug 14, 1994",31.549
"Aug 15, 1994",-0
"Aug 16, 1994",-0
"Aug 17, 1994",44.304
"Aug 18, 1994",-0
"Aug 19, 1994",-0
"Aug 20, 1994",-0
"Aug 21, 1994",-0
"Aug 22, 1994",-0
"Aug 23, 1994",-0
"Aug 24, 1994",-0
"Aug 25, 1994",-0
"Aug 26, 1994",22.066
"Aug 27, 1994",23.137
"Aug 28, 1994",-0
"Aug 29, 1994",-0
"Aug 30, 1994",-0
"Aug 31, 1994",-0
"Sep 1, 1994",22.127
"Sep 2, 1994",-0
"Sep 3, 1994",-0
"Sep 4, 1994",-0
"Sep 5, 1994",20.962
"Sep 6, 1994",-0
"Sep 7, 1994",20.315
"Sep 8, 1994",21.657
"Sep 9, 1994",-0
"Sep 10, 1994",-0
"Sep 11, 1994",-0
"Sep 12, 1994",-0
"Sep 13, 1994",-0
"Sep 14, 1994",-0
"Sep 15, 1994",22.897
"Sep 16, 1994",21.783
"Sep 17, 1994",29.009
"Sep 18, 1994",29.987
"Sep 19, 1994",33.886
"Sep 20, 1994",35.943
"Sep 21, 1994",34.393
"Sep 22, 1994",28.925
"Sep 23, 1994",32.554
"Sep 24, 1994",-0
"Sep 25, 1994",-0
"Sep 26, 1994",29.14
"Sep 27, 1994",28.313
"Sep 28, 1994",30.7
"Sep 29, 1994",34.816
"Sep 30, 1994",45.651
"Oct 1, 1994",43.351
"Oct 2, 1994",35.945
"Oct 3, 1994",41.289
"Oct 4, 1994",41.339
"Oct 5, 1994",51.76
"Oct 6, 1994",44.673
"Oct 7, 1994",36.995
"Oct 8, 1994",30.021
"Oct 9, 1994",45.069
"Oct 10, 1994",38.247
"Oct 11, 1994",33.616
"Oct 12, 1994",36.027
"Oct 13, 1994",51.822
"Oct 14, 1994",-0
"Oct 15, 1994",-0
"Oct 16, 1994",-0
"Oct 17, 1994",24.937
"Oct 18, 1994",28.536
"Oct 19, 1994",25.37
"Oct 20, 1994",26.685
"Oct 21, 1994",26.449
"Oct 22, 1994",27.672
"Oct 23, 1994",33.529
"Oct 24, 1994",33.836
"Oct 25, 1994",30.353
"Oct 26, 1994",30.133
"Oct 27, 1994",33.131
"Oct 28, 1994",36.091
"Oct 29, 1994",46.413
"Oct 30, 1994",50.528
"Oct 31, 1994",28.697
"Nov 1, 1994",45.535
"Nov 2, 1994",69.766
"Nov 3, 1994",-0
"Nov 4, 1994",-0
"Nov 5, 1994",29.182
"Nov 6, 1994",-0
"Nov 7, 1994",-0
"Nov 8, 1994",-0
"Nov 9, 1994",34.727
"Nov 10, 1994",42.621
"Nov 11, 1994",-0
"Nov 12, 1994",-0
"Nov 13, 1994",31.975
"Nov 14, 1994",22.863
"Nov 15, 1994",39.047
"Nov 16, 1994",44.804
"Nov 17, 1994",42.757
"Nov 18, 1994",47.668
"Nov 19, 1994",52.344
"Nov 20, 1994",35.344
"Nov 21, 1994",31.44
"Nov 22, 1994",-0
"Nov 23, 1994",-0
"Nov 24, 1994",30.279
"Nov 25, 1994",45.827
"Nov 26, 1994",60.81
"Nov 27, 1994",46.248
"Nov 28, 1994",36.289
"Nov 29, 1994",46.683
"Nov 30, 1994",51.134
"Dec 1, 1994",42.272
"Dec 2, 1994",51.263
"Dec 3, 1994",39.22
"Dec 4, 1994",-0
"Dec 5, 1994",-0
"Dec 6, 1994",-0
"Dec 7, 1994",32.866
"Dec 8, 1994",32.056
"Dec 9, 1994",32.923
"Dec 10, 1994",54.216
"Dec 11, 1994",-0
"Dec 12, 1994",-0
"Dec 13, 1994",-0
"Dec 14, 1994",30.252
"Dec 15, 1994",34.098
"Dec 16, 1994",40.24
"Dec 17, 1994",46.027
"Dec 18, 1994",38.16
"Dec 19, 1994",38.881
"Dec 20, 1994",36.022
"Dec 21, 1994",48.483
"Dec 22, 1994",-0
"Dec 23, 1994",-0
"Dec 24, 1994",-0
"Dec 25, 1994",-0
"Dec 26, 1994",-0
"Dec 27, 1994",-0
"Dec 28, 1994",28.502
"Dec 29, 1994",33.725
"Dec 30, 1994",45.215
